alien_id,name,species,region,arrival_date,age_centuries,antenna_count,crystal_energy_index,bioluminescence_level,glow_duration_minutes,telepathy_score,hover_height_cm,occupation
A0448,Praxsoluun,Gravitar,Northern Crater,2025-05-05,4.5,3,23.8,Low,47.9,39.2,59.2,Merchant
A0449,Korara,Crystalian,Northern Crater,2025-03-17,3.8,4,72.2,Medium,116.9,49.0,28.3,Farmer
A0450,Cellor,Luminar,Floating Islands,2024-09-17,6.3,5,66.0,Low,123.2,43.4,129.1,Explorer
A0451,Drakius,Gravitar,Lava Basin,2024-12-15,6.3,6,41.5,Low,52.8,57.1,0.0,Planetary Guardian
A0452,Quixquaeron,Nebulon,Northern Crater,2024-12-17,3.9,10,59.6,High,130.1,66.5,99.7,Explorer
A0453,Varrynius,Crystalian,Crystal Forest,2025-06-03,1.0,4,90.7,Medium,166.4,25.6,39.9,Farmer
A0454,Xankaeron,Aquari,Northern Crater,2024-11-15,3.8,6,37.9,High,106.6,77.0,132.7,Explorer
A0455,Nyxxeluun,Luminar,Floating Islands,2024-05-17,6.4,5,67.6,Medium,81.0,47.7,171.5,Crystal Miner
A0456,Zorthalnax,Crystalian,Crystal Forest,2025-07-03,3.4,6,94.8,Medium,152.8,57.1,31.1,Farmer
A0457,Solzuor,Luminar,Floating Islands,2025-09-14,5.0,7,78.4,Medium,142.7,73.0,156.2,Explorer
A0458,Eldaris,Crystalian,Crystal Forest,2025-01-02,3.7,5,93.7,Medium,131.0,24.3,34.1,Explorer
A0459,Vorionis,Luminar,Crystal Forest,2024-08-07,1.1,4,78.7,High,166.4,50.5,86.5,Research Scientist
A0460,Graxeth,Luminar,Floating Islands,2024-12-02,3.6,8,76.0,High,157.3,62.7,169.6,Explorer
A0461,Zephyxar,Luminar,Crystal Forest,2024-08-10,6.3,10,56.4,High,141.7,84.0,87.6,Planetary Guardian
A0462,Vexraul,Nebulon,Ice Plains,2025-10-09,1.0,11,49.9,Low,59.5,68.2,49.4,Explorer
A0463,Solzeneron,Nebulon,Floating Islands,2024-12-25,5.5,9,52.3,High,133.2,97.5,114.2,Crystal Miner
A0464,Ophzuon,Nebulon,Lava Basin,2024-11-24,2.6,11,49.7,Low,72.0,75.8,57.4,Explorer
A0465,Rynaris,Aquari,Floating Islands,2025-04-07,6.2,7,43.0,High,131.7,73.9,165.5,Farmer
A0466,Lumor,Crystalian,Crystal Forest,2025-07-14,6.4,4,100.0,Medium,201.8,49.4,38.0,Crystal Miner
A0467,Varphinax,Luminar,Floating Islands,2025-01-16,4.7,6,62.5,Medium,130.6,60.1,163.2,Farmer
A0468,Xanraek,Gravitar,Lava Basin,2025-08-12,4.7,5,43.2,Medium,87.7,44.9,18.4,Planetary Guardian
A0469,Korvex,Luminar,Floating Islands,2025-09-08,3.4,8,67.2,High,173.9,37.4,113.9,Farmer
A0470,Vyrrynexus,Aquari,Ice Plains,2024-06-17,2.3,7,72.6,Low,110.7,24.4,121.9,Merchant
A0471,Drakzuorin,Luminar,Floating Islands,2024-08-04,8.4,8,46.4,Medium,71.3,67.9,118.0,Explorer
A0472,Ophuun,Aquari,Northern Crater,2025-01-12,3.3,4,66.1,High,137.0,46.0,126.3,Merchant
A0473,Syltrieron,Luminar,Floating Islands,2024-04-28,8.1,7,76.5,Medium,138.5,66.2,116.3,Farmer
A0474,Nyxiona,Gravitar,Lava Basin,2024-07-08,3.3,3,39.0,Low,67.0,33.1,41.6,Planetary Guardian
A0475,Myrvoorin,Nebulon,Crystal Forest,2025-01-04,6.1,13,65.5,Medium,94.8,100.0,59.6,Research Scientist
A0476,Tordraul,Aquari,Floating Islands,2024-05-28,2.7,7,59.0,Medium,86.2,58.7,170.3,Explorer
A0477,Nyxmonaris,Luminar,Floating Islands,2025-11-06,6.0,7,61.1,High,125.4,53.5,125.1,Merchant
A0478,Zephnax,Nebulon,Crystal Forest,2025-10-13,4.3,10,67.8,High,147.9,87.0,52.6,Merchant
A0479,Tordraor,Aquari,Ice Plains,2025-05-02,4.4,5,58.5,Medium,111.8,49.5,123.0,Merchant
A0480,Drakeon,Nebulon,Ice Plains,2025-01-08,6.2,15,70.1,High,145.3,100.0,76.0,Planetary Guardian
A0481,Torthaleon,Nebulon,Floating Islands,2025-11-23,4.1,10,54.0,Medium,83.1,71.0,118.4,Merchant
A0482,Varsolalon,Nebulon,Northern Crater,2024-06-08,2.1,13,55.1,Low,103.2,88.1,40.7,Crystal Miner
A0483,Quixtriara,Crystalian,Crystal Forest,2024-12-16,6.5,6,94.6,Medium,136.4,51.2,21.5,Explorer
A0484,Zyvekionis,Nebulon,Crystal Forest,2024-10-14,2.7,10,73.3,Medium,142.2,69.2,84.4,Crystal Miner
A0485,Kelyxis,Nebulon,Northern Crater,2024-10-14,6.0,8,46.7,Low,76.5,100.0,66.1,Research Scientist
A0486,Zendraexus,Aquari,Ice Plains,2024-08-13,6.9,5,59.4,High,147.4,48.0,123.0,Planetary Guardian
A0487,Solvoionis,Luminar,Floating Islands,2025-06-06,4.2,6,64.0,High,127.9,51.5,111.1,Planetary Guardian
A0488,Graxzenorin,Luminar,Floating Islands,2025-06-05,7.4,10,74.8,Medium,122.6,61.8,141.0,Explorer
A0489,Xylmonlor,Aquari,Floating Islands,2024-09-29,6.0,3,55.3,Medium,98.2,54.0,174.0,Planetary Guardian
A0490,Zentriorix,Gravitar,Ice Plains,2025-02-05,3.6,9,54.8,Medium,89.6,41.5,31.0,Planetary Guardian
A0491,Sollyora,Crystalian,Ice Plains,2024-07-01,7.8,6,69.0,High,145.0,67.0,55.5,Research Scientist
A0492,Zephshaaris,Nebulon,Northern Crater,2025-10-26,2.7,12,48.9,High,137.1,100.0,103.5,Planetary Guardian
A0493,Vexraex,Luminar,Crystal Forest,2025-05-02,4.2,5,66.9,High,119.2,40.0,72.4,Research Scientist
A0494,Astryxis,Luminar,Floating Islands,2024-05-03,4.6,7,84.3,High,153.2,67.4,118.2,Crystal Miner
A0495,Noxdraara,Crystalian,Crystal Forest,2025-09-17,6.2,6,88.4,Medium,132.3,51.6,53.5,Explorer
A0496,Fynquaeen,Crystalian,Crystal Forest,2025-02-17,7.2,7,99.4,Medium,157.7,75.5,57.0,Explorer
A0497,Fynzenor,Nebulon,Northern Crater,2025-12-25,7.1,9,42.9,Low,58.0,100.0,69.9,Explorer
A0498,Velarae,Luminar,Crystal Forest,2024-06-20,5.4,9,100.0,Medium,171.6,60.5,78.8,Planetary Guardian
A0499,Fynalis,Aquari,Northern Crater,2024-10-14,4.4,6,73.9,Medium,124.0,41.6,120.2,Planetary Guardian
A0500,Rynarax,Aquari,Ice Plains,2025-03-10,1.3,6,57.4,Medium,104.9,60.1,95.9,Farmer
